,bytes,time
0,200056,54.08806324005127
1,240056,57.204790115356445
2,340056,84.87893104553223
3,280056,68.17481517791748
4,320056,81.0941743850708
5,360056,89.61875915527344
6,60056,30.3739595413208
7,100056,41.28110408782959
8,140056,47.60256290435791
9,180056,51.634953022003174
10,20056,18.196334838867188
11,220056,55.85881471633911
12,260056,64.11162853240967
13,300056,73.38397264480591
14,56,0.9121155738830566
15,40056,26.203091144561768
16,380056,94.43097829818726
17,80056,33.97176265716553
18,120056,45.353803634643555
19,160056,53.02243947982788
