,bytes,time
0,100,2.2603816986083984
1,600,4.107233047485352
2,1100,23.738109350204468
3,1600,24.43828797340393
4,2100,24.205235719680786
5,2600,23.724719762802124
6,3100,21.26809072494507
7,3600,20.686511039733887
8,4100,18.503617525100708
9,4600,18.36583685874939
10,5100,15.855986595153809
11,5600,14.891686916351318
12,6100,14.634677410125732
13,6600,13.624117136001587
14,7100,13.843985557556152
15,7600,12.361196041107178
16,8100,12.609431982040405
17,8600,11.112369298934937
18,9100,11.974203824996948
19,9600,10.235480070114136
20,10100,10.780943632125854
21,10600,10.461353540420532
22,11100,9.136286735534668
23,11600,9.71287488937378
24,12100,10.446322202682495
25,12600,10.150333166122437
26,13100,8.546247005462646
27,13600,8.917064428329468
28,14100,9.105791568756104
29,14600,9.428621292114258
30,15100,9.694571018218994
31,15600,9.706191778182983
32,16100,9.197291851043701
33,16600,8.202363729476929
34,17100,7.705602169036865
35,17600,7.920512437820435
36,18100,7.849606037139893
37,18600,8.672796726226807
38,19100,8.269676208496094
39,19600,8.600765705108643
40,20100,7.859411716461182
41,20600,9.011768817901611
42,21100,8.89511227607727
43,21600,9.048629760742188
44,22100,7.66291880607605
45,22600,7.211659908294678
46,23100,7.406680583953857
47,23600,7.807291507720947
48,24100,7.7233805656433105
49,24600,7.466185808181763
50,25100,7.475512504577637
51,25600,7.738905429840088
52,26100,9.620696544647217
53,26600,9.154560327529907
54,27100,8.047992944717407
55,27600,8.172110080718994
56,28100,7.821375370025635
57,28600,8.089686632156372
58,29100,8.68406867980957
59,29600,8.109593629837036
60,30100,9.130074977874756
61,30600,10.434635400772095
62,31100,8.960619688034058
63,31600,9.793680906295776
64,32100,11.754990339279175
65,32600,12.632747650146484
66,33100,10.216895341873169
67,33600,8.788866996765137
68,34100,7.495978355407715
69,34600,7.700912952423096
70,35100,7.650417327880859
71,35600,7.611429214477539
72,36100,7.518191576004028
73,36600,7.578389406204224
74,37100,7.407191276550293
75,37600,7.776420593261719
76,38100,8.364624977111816
77,38600,9.79660677909851
78,39100,7.818174600601196
79,39600,7.807443380355835
80,40100,8.070221662521362
81,40600,7.969540596008301
82,41100,7.922682046890259
83,41600,8.018047094345093
84,42100,8.157954454421997
85,42600,10.497467279434204
86,43100,8.275093793869019
87,43600,8.379587650299072
88,44100,8.926114559173584
89,44600,8.382023811340332
90,45100,8.64041543006897
91,45600,10.897638320922852
92,46100,8.815621614456177
93,46600,8.45953369140625
94,47100,9.396976709365845
95,47600,10.629817485809326
96,48100,9.63887643814087
97,48600,9.152489185333252
98,49100,9.671788930892944
99,49600,10.407236337661743
100,50100,11.068733930587769
101,50600,9.77128005027771
102,51100,9.375643968582153
103,51600,11.33110237121582
104,52100,10.532447814941406
105,52600,9.26908802986145
106,53100,9.16015076637268
107,53600,12.955769538879395
108,54100,9.539819478988647
109,54600,9.553265810012817
110,55100,11.317032814025879
111,55600,11.203294038772583
112,56100,9.733165502548218
113,56600,9.68817949295044
114,57100,12.677691221237183
115,57600,9.97484278678894
116,58100,11.363636255264282
117,58600,11.337765455245972
118,59100,9.678900241851807
119,59600,9.941423892974854
120,60100,12.840055465698242
121,60600,10.764272212982178
122,61100,11.744585514068604
123,61600,11.39775562286377
124,62100,10.67951488494873
125,62600,12.289437770843506
126,63100,10.647427558898926
127,63600,12.592432022094727
128,64100,11.181906461715698
129,64600,12.884910583496094
130,65100,11.661222457885742
131,65600,9.619304895401001
132,66100,8.9031343460083
133,66600,11.348928928375244
134,67100,9.889353275299072
135,67600,11.2809317111969
136,68100,9.83523964881897
137,68600,10.689095973968506
138,69100,11.776264667510986
139,69600,9.47643256187439
140,70100,9.196322202682495
141,70600,11.072540998458862
142,71100,10.114212989807129
143,71600,12.247367858886719
144,72100,10.986290693283081
145,72600,10.519881963729858
146,73100,11.145039796829224
147,73600,10.828025102615356
148,74100,12.235748291015625
149,74600,9.795319318771362
150,75100,12.4949631690979
151,75600,11.037355899810791
152,76100,11.635080099105835
153,76600,12.053472757339478
154,77100,10.693036556243896
155,77600,12.967750310897827
156,78100,12.538450717926025
157,78600,11.809706211090088
158,79100,11.374333381652832
159,79600,10.24996542930603
160,80100,12.59366226196289
161,80600,11.5609872341156
162,81100,12.056454181671143
163,81600,13.747270345687866
164,82100,11.363450288772583
165,82600,13.080730199813843
166,83100,13.252136468887329
167,83600,12.20229172706604
168,84100,11.82780385017395
169,84600,13.427039623260498
170,85100,13.874879121780396
171,85600,12.482576608657837
172,86100,11.49535346031189
173,86600,13.036701679229736
174,87100,13.82573413848877
175,87600,12.063921928405762
176,88100,13.04253077507019
177,88600,13.673130750656128
178,89100,10.934484481811523
179,89600,13.101288080215454
180,90100,15.562333345413208
181,90600,13.530947923660278
182,91100,13.836953401565552
183,91600,13.006329536437988
184,92100,12.176214933395386
185,92600,14.266029357910156
186,93100,14.118444442749023
187,93600,13.73456883430481
188,94100,13.628655672073364
189,94600,13.2944917678833
190,95100,14.088008642196655
191,95600,14.088223934173584
192,96100,11.996469020843506
193,96600,15.95966625213623
194,97100,12.243862867355347
195,97600,14.22020173072815
196,98100,14.04361367225647
197,98600,14.366112470626831
198,99100,11.576573371887207
199,99600,14.77560567855835
